year,month,state,genus_species,serotypeorgenogroup,status,locationofconsumption,totalill,totalhospitalizations,totaldeaths,foodvehicle,contaminated_ingredient,serialid
2007,July,Ohio,,,,Private home,2,0,0,"pizza, pepperoni",,11649
2007,May,Ohio,,,,"Workplace, not cafeteria",15,0,0,"sandwich, submarine",,11650
2007,July,Minnesota,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Other,26,2,0,"beans, baked; unknown fruit",,11651
2007,July,Minnesota,Norovirus,,Confirmed,Banquet facility,9,0,0,Oysters,,11652
2007,July,Ohio,,,,Private home,3,0,0,,,11653
2007,July,Massachusetts,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Camp,16,0,0,,,11654
2007,June,Georgia,Salmonella enterica,Valdosta,Confirmed,Private home,4,1,0,,,11655
2007,October,Illinois,,,,Private home,3,0,0,,,11656
2006,November,Virginia,Salmonella enterica,Javiana,Confirmed,Unknown or undetermined,43,8,0,,,11657
2007,June,Minnesota,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Private home,3,3,0,"steak, unspecified",,11658
2007,July,New York,,,,Restaurant - other or unknown type,26,0,0,fritatta,,11659
2007,July,Illinois,,,,Other,12,0,0,"burrito, beef",,11660
2007,July,Illinois,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,5,1,0,,,11661
2007,July,Illinois,,,,Banquet facility; Restaurant - other or unknown type; Wedding reception,38,0,0,,,11662
2007,July,Illinois,,,,Workplace cafeteria,4,0,0,,,11663
2007,July,Illinois,Norovirus,GI / undefined cluster by sequence,Suspected,Private home; Restaurant - other or unknown type; Wedding reception,26,,,ice water,,11664
2007,July,New Hampshire,,,,Private home,9,0,0,,,11665
2007,April,California,Norovirus,Unspecified,Suspected,Restaurant - other or unknown type,5,0,0,"french fries; sandwich, unspecified",,11666
2007,March,California,Norovirus,Unspecified,Suspected,Restaurant - other or unknown type,4,0,0,,,11667
2007,July,Georgia,Norovirus,GI / undefined cluster by sequence,Confirmed,Office setting,20,,0,,,11668
2007,June,Maryland,Salmonella enterica,Javiana,Confirmed,Private home; Restaurant - other or unknown type,5,3,0,"cheese, unspecified; chicken, unspecified; tomato, unspecified; unspecified fruit",,11669
2007,July,Florida,,,,Restaurant - other or unknown type,7,,,"fish, wahoo",,11670
2007,July,Florida,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,,,sushi and sashimi,,11671
2007,July,Florida,,,,Restaurant - other or unknown type,2,,,"refried beans, unspecified",,11672
2007,June,Texas,,,,Banquet facility,21,0,0,,,11673
2007,April,Virginia,Salmonella enterica,Enteritidis,Confirmed,Banquet facility; Restaurant - other or unknown type; Wedding reception,106,14,0,"Chicken Wrap; sandwich, chicken; steak, prime rib",,11674
2007,July,Minnesota,Other bacterial,,Suspected,Banquet facility,32,0,0,"beef, smoked",,11675
2007,July,South Carolina,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,10,1,0,,,11676
2007,May,California,Bacillus cereus,,Suspected,Restaurant - other or unknown type,2,0,0,,,11677
2007,June,California,Norovirus,Unspecified,Suspected,Restaurant - other or unknown type,21,1,0,"sandwich, unspecified",,11678
2007,June,California,Norovirus,Unspecified,Suspected,Restaurant - other or unknown type,4,0,0,,,11679
2007,July,Illinois,Salmonella enterica,Infantis,Confirmed,Private home,7,2,0,,,11680
2007,August,Illinois,,,,Banquet facility,23,0,0,,,11681
2007,August,Illinois,,,,Restaurant - other or unknown type,9,0,0,,,11682
2007,July,Missouri,,,,Wedding reception,75,0,0,"pork, smoked",,11683
2007,May,Colorado,Salmonella enterica,Poona,Confirmed,School,2,0,0,,,11684
2006,July,Texas,,,,Private home,8,5,0,,,11685
2006,May,Texas,,,,Restaurant - other or unknown type,5,1,0,,,11686
2006,April,Texas,,,,Office setting,3,1,0,,,11687
2007,January,Texas,,,,Private home; Restaurant - other or unknown type,7,,,"beef fajita; quesadilla, chicken",,11688
2007,July,California,Bacillus cereus; Staphylococcus aureus,,Suspected; Suspected,Restaurant - other or unknown type,4,0,0,,,11689
2006,December,California,Other chemical,,Suspected,Restaurant - other or unknown type,5,0,0,,,11690
2007,July,Colorado,Norovirus,,Confirmed,Restaurant - other or unknown type,33,0,0,"tomato, unspecified",Vine-stalk  eg. tomato,11691
2007,July,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Other,4,0,0,"BEANS, CHILI",,11692
2007,August,New York,,,,Restaurant - other or unknown type,22,0,0,"turkey, roasted",Turkey,11693
2007,July,California,Other chemical,,Suspected,Restaurant - other or unknown type,2,0,0,"tuna, unspecified",,11694
2007,January,Utah,Campylobacter jejuni,,Confirmed,,62,4,0,"butter ; goat cheese/chevre, unpasteurized; goat milk, unpasteurized; whole milk, unpasteurized",Butter; Cheese; Milk,11695
2007,February,Washington,Salmonella enterica,Senftenberg,Confirmed,Restaurant - other or unknown type,12,2,0,"beef, other",,11696
2007,June,Washington,Norovirus,,Suspected,Restaurant - other or unknown type,5,0,0,,,11697
2007,June,Washington,Norovirus,,Suspected,Restaurant - other or unknown type,3,0,0,sushi rolls,,11698
2007,July,Washington,,,,Private home,5,0,0,"Crab, cooked",,11699
2007,July,Colorado,Norovirus,,Confirmed,Restaurant - other or unknown type,6,0,0,,,11700
2007,February,Michigan,,,,Banquet facility,8,0,0,cantaloupe; watermelon,,11701
2007,January,New Jersey,Norovirus,,Confirmed,Restaurant - other or unknown type,23,,,,,11702
2007,June,Michigan,,,,Private home,4,0,0,,,11703
2007,March,Michigan,,,,School,11,0,0,,,11704
2007,May,Michigan,,,,Restaurant - other or unknown type,2,0,0,,,11705
2007,June,Michigan,,,,Restaurant - other or unknown type,2,0,0,,,11706
2007,April,Michigan,,,,Restaurant - other or unknown type,7,0,0,,,11707
2007,June,Michigan,,,,Office setting,9,0,0,vanilla cake,,11708
2007,May,Washington,Campylobacter jejuni,,Confirmed,Restaurant - other or unknown type,3,1,0,chicken,,11709
2007,June,Washington,Norovirus,,Suspected,Private home,15,0,0,"cake, unspecified",,11710
2007,July,Washington,Bacillus cereus,,Suspected,Restaurant - other or unknown type,2,0,0,"fried rice, unspecified",,11711
2007,June,Michigan,Salmonella enterica,Enteritidis,Confirmed,Other,5,1,0,,,11712
2007,July,New York,Norovirus,Unspecified,Confirmed,Wedding reception,21,0,0,"bread, white; other cheese",Bread; Cheese,11713
2007,July,California,Clostridium perfringens; Staphylococcus aureus,,Suspected; Suspected,Private home,7,6,0,,,11714
2007,February,California,Salmonella enterica,Montevideo,Confirmed,Private home; Restaurant - other or unknown type,24,3,0,bean sprouts,,11715
2007,August,New Jersey,Salmonella enterica,Newport,Confirmed,,8,,,,,11716
2007,July,Florida,,,,Restaurant - other or unknown type,2,,,"burrito, chicken ; enchilada, chicken",,11717
2007,August,Oregon,Norovirus,Unspecified,Suspected,Restaurant - other or unknown type,22,0,0,guacamole,,11718
2007,July,Georgia,Campylobacter jejuni,,Suspected,Private home,8,0,0,RAW MILK,Milk,11719
2007,August,Illinois,Norovirus,GII / undefined cluster by sequence,Suspected,Other,42,0,0,,,11720
2007,August,Florida,Staphylococcus aureus,,Confirmed,"Prison, jail",15,,,"pork, smoked",,11721
2007,August,South Carolina,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Confirmed,"Workplace, not cafeteria",30,0,0,,,11722
2007,July,Florida,,,,Restaurant - other or unknown type,5,0,0,,,11723
2007,July,New Hampshire,,,,Private home,6,0,0,,,11724
2007,August,Kentucky,,,,Banquet facility,14,0,0,"chicken, strips; chips, tortilla; crudites; ground beef, meatballs; mixed fruit; quiche; stuffed mushroom",,11725
2007,June,New Hampshire,Salmonella enterica,Muenchen,Confirmed,Other,26,0,0,,,11726
2007,August,Minnesota,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,18,2,0,"salsa, unspecified",,11727
2007,June,California,Norovirus,Unspecified,Suspected,Restaurant - other or unknown type,4,0,0,,,11728
2007,July,New York,,,,Restaurant - other or unknown type,5,0,0,,,11729
2007,August,New York,,,,Private home,3,0,0,pizza,,11730
2007,August,New York,Salmonella enterica,Enteritidis,Suspected,Restaurant - other or unknown type,5,0,0,caesar salad,Eggs,11731
2007,August,Pennsylvania,Norovirus,Unspecified,Suspected,School,30,0,0,,,11732
2007,July,Illinois,"E.coli, Shiga toxin-producing",O157:H7,Suspected,Private home,3,3,0,,,11733
2007,June,Oregon,,,,Private home,7,0,0,,,11734
2007,August,South Carolina,Bacillus cereus,,Confirmed,Restaurant - other or unknown type,16,0,0,vegetable fried rice,,11735
2007,July,New York,Salmonella enterica,Newport,Confirmed,Unknown or undetermined,10,4,1,"tomato, unspecified",Produce,11736
2007,July,New York,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Private home,3,2,0,"ground beef, unspecified",Ground Beef,11737
2007,May,New Mexico,Campylobacter unknown,,Confirmed,School,48,1,0,"sandwich, ham",,11738
2007,August,Illinois,,,,Restaurant - other or unknown type,3,0,0,,,11739
2007,July,California,Norovirus,GII / undefined cluster by sequence,Confirmed,"Workplace, not cafeteria",24,0,0,Desserts,,11740
2007,June,California,Salmonella enterica,Muenchen,Confirmed,Unknown or undetermined,10,1,0,,,11741
2007,August,California,,,,Restaurant - other or unknown type,4,0,0,,,11742
2007,August,Oregon,Norovirus,GII / undefined cluster by sequence,Confirmed,Restaurant - other or unknown type,4,0,0,,,11743
2007,April,Rhode Island,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,2,1,0,blue cheese dressing,,11744
2007,March,Kentucky,Norovirus,GII / undefined cluster by sequence,Confirmed,Office setting,27,0,0,"wrap, unspecified",Leafy,11745
2007,July,West Virginia,Salmonella enterica,Enteritidis,Confirmed,Private home,8,2,0,"ice cream, homemade",,11746
2007,August,New York,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,3,0,0,"tuna, canned",Fin fish,11747
2007,June,Indiana,Norovirus,Unspecified,Suspected,Restaurant - other or unknown type,10,0,0,,,11748
2007,July,Indiana,Salmonella enterica,Heidelberg,Confirmed,"Fair, festival, temporary mobile service",11,,,hummus,,11749
2007,July,California,Salmonella enterica,Anatum,Suspected,Private home,25,1,0,,,11750
2006,December,California,Norovirus,Unspecified,Suspected,Private home,8,0,0,"pizza, unspecified",,11751
2007,January,Maine,Norovirus,,Confirmed,,25,0,0,,,11752
2007,January,Maine,,,,,23,2,0,,,11753
2007,January,Maine,,,,,30,0,0,,,11754
2007,January,Maine,,,,,29,0,0,,,11755
2007,January,Maine,,,,,9,0,0,,,11756
2007,June,California,,,,Restaurant - other or unknown type,2,0,0,,,11757
2007,August,California,,,,Restaurant - other or unknown type,2,0,0,,,11758
2007,August,California,,,,Restaurant - other or unknown type,2,0,0,,,11759
2007,January,Maine,,,,,25,0,0,,,11760
2007,August,Alabama,Salmonella enterica,Newport,Confirmed,"Church, temple, etc",12,0,0,Fig Crisp,,11761
2007,June,Florida,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,0,0,"tuna, raw",,11762
2007,July,New York,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Picnic; Private home,2,2,0,ground beef,Ground Beef,11763
2007,July,Alabama,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,4,3,0,,,11764
2007,January,Maine,Norovirus,,Confirmed,,68,0,0,,,11765
2007,February,Maine,,,,,250,,,,,11766
2007,January,Maine,Norovirus,,Confirmed,,17,3,0,,,11767
2007,January,Maine,,,,,140,1,0,,,11768
2007,July,Arizona,Norovirus,"Genogroup I (GI), non typeable by GI probes",Confirmed,Restaurant - other or unknown type,70,0,0,,,11769
2007,August,Washington,Vibrio parahaemolyticus,,Suspected,,5,0,0,"oysters, raw",,11770
2007,January,Maine,,,,,34,0,0,,,11771
2007,January,Maine,Norovirus,,Confirmed,,66,,,,,11772
2007,January,Maine,Norovirus,,Confirmed,,28,4,0,,,11773
2007,January,Maine,,,,,42,0,0,,,11774
2007,January,Maine,,,,,36,0,0,,,11775
2007,January,Maine,Norovirus,,Confirmed,,47,0,0,,,11776
2007,August,Florida,Bacillus cereus,,Suspected,Restaurant - other or unknown type,2,,,"Fried Rice; lo mein, unspecified",,11777
2007,August,Maryland,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,3,0,0,"lasagna, unspecified",,11778
2007,January,Maine,,,,,19,0,0,,,11779
2007,January,Maine,,,,,63,0,0,,,11780
2007,January,Maine,,,,,28,0,0,,,11781
2007,January,Maine,Norovirus,,Confirmed,,28,0,0,,,11782
2007,January,Maine,Norovirus,,Suspected,,70,0,0,,,11783
2007,January,Maine,Norovirus,,Confirmed,,37,2,0,,,11784
2007,January,Maine,Norovirus,,Suspected,,50,0,0,,,11785
2007,January,Maine,,,,,15,0,0,,,11786
2007,June,Alabama,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,6,1,0,,,11787
2007,February,Alabama,,,,Day care center,7,1,0,"coleslaw; pork, BBQ",,11788
2007,June,Kentucky,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,,3,2,0,,,11789
2007,January,Maine,,,,,21,0,0,,,11790
2007,February,Maine,Norovirus,,Confirmed,,68,0,0,,,11791
2007,February,Maine,,,,,66,10,0,,,11792
2007,January,Maine,Norovirus,,Suspected,,23,0,0,,,11793
2007,February,Maine,,,,,30,0,0,,,11794
2007,February,Maine,,,,,45,0,0,,,11795
2007,August,Oregon,Norovirus,Unspecified,Confirmed,Restaurant - other or unknown type,25,0,0,house salad,Leafy,11796
2007,August,Washington,Salmonella enterica,Typhimurium,Confirmed,Private home,15,4,0,"nachos, unspecified",,11797
2007,August,Oregon,,,,Restaurant - other or unknown type,7,0,0,,,11798
2007,April,Washington,,,,Other,12,0,0,Chicken satay,,11799
2007,June,Pennsylvania,Salmonella enterica,Stanley,Confirmed,Private home,2,1,0,,,11800
2007,May,New Jersey,Norovirus,,Confirmed,Banquet facility,127,1,0,"chicken, marsala",,11801
2007,August,Kansas,,,,Restaurant - other or unknown type,3,0,0,,,11802
2007,July,Louisiana,Ciguatoxin,,Confirmed,Restaurant - other or unknown type,8,0,0,"fish, grouper, unspecified",,11803
2007,April,Michigan,,,,Restaurant - other or unknown type,14,0,0,,,11804
2007,June,Michigan,Histamine,,Suspected,Restaurant - other or unknown type,2,1,0,"fish, mahi mahi",,11805
2007,August,Florida,,,,Restaurant - other or unknown type,4,,,oriental salad,,11806
2007,June,California,Norovirus,Unspecified,Suspected,Restaurant - other or unknown type,15,,0,,,11807
2007,May,California,Bacillus cereus,,Suspected,Restaurant - other or unknown type,3,0,0,,,11808
2007,July,California,Norovirus,Unspecified,Suspected,Restaurant - other or unknown type,2,0,0,multiple foods,,11809
2005,June,California,Norovirus,Unspecified,Suspected,Restaurant - other or unknown type,35,0,0,mixed fruit *****; sausage,,11810
2007,June,Iowa,,,,Office setting,7,0,0,,,11811
2007,March,New Jersey,,,,Restaurant - other or unknown type,6,,,,,11812
2007,May,New Jersey,Clostridium perfringens,,Confirmed,"Prison, jail",145,0,0,"turkey ziti, casserole",Pasta; Turkey,11813
2007,July,Vermont,Giardia lamblia,,Confirmed,Camp,36,0,0,,,11814
2007,August,Georgia,Salmonella enterica,Heidelberg,Confirmed,Camp,6,0,0,,,11815
2007,August,Tennessee,,,,Restaurant - other or unknown type,3,,,,,11816
2007,August,Hawaii,Ciguatoxin,,Confirmed,Private home,2,0,0,"fish, baracuda",,11817
2007,May,New Jersey,Salmonella enterica,Schwarzengrund,Confirmed,Private home,5,3,0,Chicken,,11818
2007,July,California,Norovirus,,Suspected,Restaurant - other or unknown type,4,0,0,"steak, unspecified",,11819
2007,June,Alabama,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,26,11,1,lettuce-based salads unspecified,,11820
2007,August,New Jersey,Salmonella enterica,Newport,Confirmed,Other,16,11,0,chicken; green salad,,11821
2007,July,Ohio,Norovirus; Salmonella enterica,Enteritidis; GI / undefined cluster by sequence,Suspected; Confirmed,Banquet facility,14,1,0,,,11822
2007,July,Ohio,,,,Restaurant - other or unknown type,2,1,0,"pizza, vegetable",,11823
2007,August,Ohio,,,,Private home,2,0,0,,,11824
2007,July,Ohio,,,,Banquet facility,20,0,0,,,11825
2007,August,Ohio,,,,Office setting,3,0,0,,,11826
2007,August,Ohio,,,,Restaurant - other or unknown type,5,0,0,,,11827
2007,August,Ohio,Norovirus,GII / undefined cluster by sequence,Confirmed,Office setting,16,0,0,,,11828
2007,May,Ohio,,,,"Private home; Workplace, not cafeteria",16,0,0,"sandwich, submarine",,11829
2007,May,Iowa,,,,Banquet facility,28,1,0,"refried beans, unspecified",,11830
2007,May,Michigan,,,,School,10,0,0,"gravy, unspecified",,11831
2007,September,Minnesota,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Suspected,Restaurant - other or unknown type,8,0,0,cheese products,,11832
2007,January,Maine,,,,,54,0,0,,,11833
2007,January,Maine,,,,,52,2,0,,,11834
2007,February,Maine,,,,,82,0,0,,,11835
2007,February,Maine,,,,,14,0,0,,,11836
2007,February,Maine,,,,,26,0,0,,,11837
2007,February,Maine,,,,,53,0,0,,,11838
2007,February,Maine,,,,,19,0,0,,,11839
2007,February,Maine,,,,,8,1,0,,,11840
2007,February,Maine,Rotavirus,,Confirmed,,16,0,0,,,11841
2007,January,Maine,Norovirus,,Confirmed,,28,4,0,,,11842
2007,March,Maine,Norovirus,,Confirmed,,18,0,0,,,11843
2007,March,Maine,,,,,6,0,0,,,11844
2007,February,Maine,,,,,284,0,0,,,11845
2007,March,Maine,Shigella sonnei,,Confirmed,,5,0,0,,,11846
2007,July,Pennsylvania,Salmonella enterica,Typhimurium,Confirmed,Picnic,8,3,0,"beef, meatball",,11847
2007,June,Delaware,Salmonella enterica,Newport,Confirmed,,5,2,0,,,11848
2007,July,Pennsylvania,Salmonella enterica,Typhimurium,Confirmed,Unknown or undetermined,2,0,0,,,11849
2007,September,Minnesota,Clostridium perfringens,,Confirmed,"Church, temple, etc",23,0,0,"pork, roasted",,11850
2007,June,Pennsylvania,Campylobacter unknown,,Confirmed,Other,2,0,0,,,11851
2007,July,Maine,,,,,15,0,0,,,11852
2007,July,Maine,Cryptosporidium sp,,Confirmed,,3,,,,,11853
2007,March,Maine,"Cryptosporidium sp; E.coli, Shiga toxin-producing",O111,Confirmed; Confirmed,,8,0,0,,,11854
2007,August,Colorado,Norovirus,,Suspected,Private home,26,,,,,11855
